Time, Time Since Begin, V/V Raw Data, Force 
1599938144.1523695,0.2138376235961914,1.4663e-05,1.9944999999999986
1599938144.4155264,0.47699451446533203,1.4558434e-05,1.837651000000001
1599938144.452994,0.5144622325897217,1.4560297e-05,1.8404455000000013
1599938144.4842272,0.5456953048706055,1.449883e-05,1.7482450000000007
1599938144.5372818,0.5987498760223389,1.4541671e-05,1.8125065000000014
1599938144.5841608,0.6456289291381836,1.4461577e-05,1.6923654999999975
1599938144.6155858,0.6770539283752441,1.4447607e-05,1.6714105000000004
1599938144.653222,0.7146902084350586,1.4293939e-05,1.440908499999999
1599938144.7020311,0.7634992599487305,1.4319085e-05,1.4786275000000018
1599938144.7378998,0.7993679046630859,1.4176592e-05,1.2648879999999991
1599938144.777718,0.8391861915588379,1.406949e-05,1.1042350000000027
1599938144.8157327,0.8772008419036865,1.4051795e-05,1.0776924999999977
1599938144.8697352,0.9312033653259277,1.4058314e-05,1.0874710000000007
1599938144.900975,0.9624431133270264,1.4019199e-05,1.0287985000000006
1599938144.9384327,0.9999008178710938,1.4103949e-05,1.1559235
1599938144.985482,1.046950101852417,1.4142133e-05,1.2131994999999982
1599938145.0321639,1.0936319828033447,1.4218502e-05,1.3277530000000013
1599938145.0702853,1.1317534446716309,1.4198013e-05,1.297019500000001
1599938145.101553,1.1630210876464844,1.4355406e-05,1.5331089999999996
1599938145.1388006,1.2002687454223633,1.4496967e-05,1.7454505000000005
1599938145.187488,1.2489562034606934,1.4554709e-05,1.8320635000000003
1599938145.239011,1.3004791736602783,1.4568679e-05,1.8530184999999975
1599938145.2789483,1.340416431427002,1.449883e-05,1.7482450000000007
1599938145.3101864,1.3716545104980469,1.4518388e-05,1.7775819999999989
1599938145.3553143,1.4167823791503906,1.4513731e-05,1.7705965
1599938145.386566,1.4480340480804443,1.4461577e-05,1.6923654999999975
1599938145.4397395,1.5012075901031494,1.4345162e-05,1.5177429999999994
1599938145.4711964,1.5326645374298096,1.4310703e-05,1.4660544999999985
1599938145.5180342,1.5795023441314697,1.4230609e-05,1.3459135000000018
1599938145.555824,1.6172921657562256,1.4113262e-05,1.1698930000000018
1599938145.5972762,1.6587443351745605,1.408346e-05,1.12519
1599938145.6560605,1.7175285816192627,1.4158897e-05,1.2383454999999977
1599938145.7028947,1.7643628120422363,1.452677e-05,1.7901550000000022
1599938145.740332,1.801800012588501,1.402013e-05,1.030194999999999
1599938145.8001354,1.8616034984588623,1.4495105e-05,1.7426575
1599938145.8407373,1.902205467224121,1.4268793e-05,1.4031894999999999
1599938145.8877897,1.9492578506469727,1.4171004e-05,1.2565059999999981
1599938145.940865,2.002333164215088,1.4468096e-05,1.7021440000000005
1599938145.9877663,2.049234390258789,1.4009885e-05,1.014827499999999
1599938146.0346344,2.096102476119995,1.4513731e-05,1.7705965
1599938146.0850356,2.1465036869049072,1.4255755e-05,1.383632500000001
1599938146.1318994,2.1933674812316895,1.4194287e-05,1.2914305000000006
1599938146.1726506,2.234118700027466,1.4527701e-05,1.791551499999997
1599938146.2195146,2.280982732772827,1.4078803e-05,1.118204500000001
1599938146.2705662,2.3320343494415283,1.4513731e-05,1.7705965
1599938146.3210828,2.3825509548187256,1.4241785e-05,1.3626775000000002
1599938146.3749955,2.4364635944366455,1.4147721e-05,1.2215814999999992
1599938146.4220464,2.4835145473480225,1.452677e-05,1.7901550000000022
1599938146.45795,2.519418239593506,1.4086254e-05,1.1293809999999986
1599938146.5048728,2.566340923309326,1.4511868e-05,1.7678019999999997
1599938146.5644681,2.625936269760132,1.4279038e-05,1.4185569999999998
1599938146.6161544,2.6776225566864014,1.4197081e-05,1.2956214999999993
1599938146.6583827,2.719850778579712,1.4537014e-05,1.8055209999999988
1599938146.7052522,2.7667202949523926,1.4038756e-05,1.058133999999999
1599938146.7584798,2.8199479579925537,1.4525838e-05,1.7887570000000004
1599938146.805161,2.866629123687744,1.4293939e-05,1.440908499999999
1599938146.851869,2.913337230682373,1.4192425e-05,1.2886375
1599938146.9036589,2.9651269912719727,1.4519319e-05,1.778978500000001
1599938146.9430737,3.0045418739318848,1.4038756e-05,1.058133999999999
1599938146.9901402,3.0516083240509033,1.4474615e-05,1.7119225
1599938147.043301,3.104769229888916,1.4247373e-05,1.3710595000000012
1599938147.0901682,3.1516363620758057,1.4173798e-05,1.2606970000000004
1599938147.1434064,3.2048745155334473,1.4460646e-05,1.690968999999999
1599938147.1904576,3.2519257068634033,1.4023855e-05,1.0357824999999998
1599938147.2373226,3.298790693283081,1.4527701e-05,1.791551499999997
1599938147.2749357,3.3364038467407227,1.4271587e-05,1.4073804999999986
1599938147.3217998,3.383267879486084,1.4191493e-05,1.2872395000000019
1599938147.3689373,3.430405378341675,1.4537945e-05,1.8069175000000008
1599938147.4316301,3.493098258972168,1.4047138e-05,1.0707070000000023
1599938147.47527,3.536738157272339,1.45128e-05,1.7691999999999979
1599938147.5146093,3.576077461242676,1.4194287e-05,1.2914305000000006
1599938147.5755246,3.6369926929473877,1.4157034e-05,1.235551000000001
1599938147.6223817,3.683849811553955,1.452025e-05,1.7803749999999994
1599938147.6599824,3.7214505672454834,1.408346e-05,1.12519
1599938147.706854,3.768322229385376,1.453422e-05,1.80133
1599938147.759959,3.8214271068573,1.4240853e-05,1.3612794999999984
1599938147.806629,3.8680970668792725,1.4194287e-05,1.2914305000000006
1599938147.8600497,3.921517848968506,1.4514662e-05,1.7719929999999984
1599938147.9026592,3.9641273021698,1.4060177e-05,1.090265500000001
1599938147.9599638,4.021431922912598,1.4522113e-05,1.7831694999999996
1599938147.9929142,4.05438232421875,1.4194287e-05,1.2914305000000006
1599938148.044651,4.106119155883789,1.4220364e-05,1.3305460000000018
1599938148.0917056,4.1531736850738525,1.4530495e-05,1.7957424999999994
1599938148.1447358,4.206203937530518,1.3993122e-05,0.9896829999999994
1599938148.1917982,4.253266334533691,1.457613e-05,1.8641949999999987
1599938148.2450075,4.306475639343262,1.4159828e-05,1.2397419999999997
1599938148.2920554,4.35352349281311,1.3896264e-05,0.8443959999999997
1599938148.338915,4.400383234024048,9.8655e-06,-5.201749999999999
1599938148.3920758,4.4535439014434814,9.356067e-06,-5.965899500000001
1599938148.4341736,4.495641708374023,9.739771e-06,-5.3903435
1599938148.4810834,4.542551517486572,9.452924e-06,-5.820614000000001
1599938148.5279438,4.589411973953247,9.523705e-06,-5.714442499999999
1599938148.577196,4.63866400718689,1.0420568e-05,-4.369147999999999
1599938148.6240623,4.685530424118042,9.20333e-06,-6.195005000000002
1599938148.677112,4.738580226898193,9.917654e-06,-5.123518999999998
1599938148.7239997,4.785467863082886,9.925105e-06,-5.1123425000000005
1599938148.7619882,4.823456287384033,9.784475e-06,-5.323287500000001
1599938148.8150644,4.876532554626465,9.847805e-06,-5.2282925
1599938148.8718908,4.933358907699585,8.764677e-06,-6.8529845
1599938148.9078271,4.969295263290405,8.592382e-06,-7.111427000000001
1599938148.965315,5.026783227920532,8.010305e-06,-7.9845425
1599938149.0123715,5.0738396644592285,7.850118e-06,-8.224822999999999
1599938149.0624337,5.123901844024658,8.500181e-06,-7.2497285
1599938149.109517,5.170985221862793,8.417293e-06,-7.374060499999999
1599938149.1469789,5.208446979522705,9.108335e-06,-6.337497500000001
1599938149.1940672,5.255535364151001,8.879229e-06,-6.681156499999998
1599938149.2471433,5.3086113929748535,9.317882e-06,-6.0231770000000004
1599938149.2942235,5.35569167137146,9.917654e-06,-5.123518999999998
1599938149.347089,5.408557176589966,9.433366e-06,-5.849950999999999
1599938149.3941724,5.455640554428101,1.0944903e-05,-3.582645499999998
1599938149.4475334,5.5090014934539795,1.0493211e-05,-4.2601835
1599938149.492979,5.554447174072266,1.1024997e-05,-3.462504499999998
1599938149.5400386,5.60150671005249,1.1286698e-05,-3.0699530000000017
1599938149.579189,5.640657186508179,1.0757707e-05,-3.863439500000002
