Time, Time Since Begin, V/V Raw Data, Force 
1620395593.5513566,0.0359036922454834,0.000153661,208.4915
1620395593.8076234,0.29217052459716797,-0.000279879197,-441.81879549999996
1620395593.8475168,0.3320639133453369,-8.6193904e-05,-151.290856
1620395593.8874102,0.37195730209350586,-1.9008294e-05,-50.512440999999995
1620395593.9352822,0.4198293685913086,2.75299e-06,-17.870515
1620395593.9751759,0.45972299575805664,9.938143e-06,-7.0927855
1620395594.0150685,0.4996156692504883,1.1892058e-05,-4.161913000000002
1620395594.0559592,0.5405063629150391,1.2396835e-05,-3.404747499999999
1620395594.1030304,0.5875775814056396,1.2808479e-05,-2.787281499999999
1620395594.1437354,0.6282825469970703,1.2859702e-05,-2.7104469999999985
1620395594.1835868,0.6681339740753174,1.2591481e-05,-3.112778500000001
1620395594.2236695,0.708216667175293,1.2611039e-05,-3.0834414999999993
1620395594.2639906,0.7485377788543701,1.2480654e-05,-3.2790190000000017
1620395594.3042023,0.7887494564056396,1.2299046e-05,-3.551431000000001
1620395594.3444307,0.8289778232574463,1.2149103e-05,-3.7763455000000015
1620395594.3846743,0.8692214488983154,1.2038276e-05,-3.9425859999999986
1620395594.4349773,0.9195244312286377,1.1895783e-05,-4.156325499999998
1620395594.4752262,0.9597733020782471,1.1901371e-05,-4.1479435
1620395594.5154312,0.9999783039093018,1.1840835e-05,-4.238747500000002
1620395594.5588596,1.0434067249298096,1.157634e-05,-4.635489999999997
1620395594.6076963,1.0922434329986572,1.1603348e-05,-4.594977999999998
1620395594.646369,1.1309161186218262,1.1509284e-05,-4.736074000000002
1620395594.6869543,1.1715013980865479,1.140032e-05,-4.899519999999999
1620395594.727796,1.2123432159423828,1.1269934e-05,-5.095099000000001
1620395594.7756681,1.2602152824401855,1.1297874e-05,-5.053189
1620395594.815562,1.3001091480255127,1.1138618e-05,-5.292073000000002
1620395594.855455,1.3400020599365234,1.0862015e-05,-5.706977500000001
1620395594.895349,1.3798961639404297,1.1064112e-05,-5.403831999999998
1620395594.9432213,1.4277684688568115,1.1039898e-05,-5.440152999999999
1620395594.9831135,1.467660665512085,1.0754913e-05,-5.867630500000001
1620395595.0230086,1.5075557231903076,1.0580756e-05,-6.128866
1620395595.0638978,1.5484449863433838,1.0588206e-05,-6.117691000000001
1620395595.1112518,1.5957989692687988,1.0504387e-05,-6.2434195
1620395595.1476712,1.632218360900879,1.0558404e-05,-6.162394000000001
1620395595.1916559,1.6762030124664307,1.0387041e-05,-6.4194385
1620395595.2285414,1.7130885124206543,1.0058284e-05,-6.912574000000001
1620395595.2790506,1.7635977268218994,9.961426e-06,-7.057860999999999
1620395595.3272805,1.8118276596069336,9.54885e-06,-7.676725000000001
1620395595.3695774,1.8541245460510254,9.628013e-06,-7.557980499999999
1620395595.4199145,1.9044616222381592,9.47807e-06,-7.782895
1620395595.4719727,1.9565198421478271,9.493902e-06,-7.7591470000000005
1620395595.5181324,2.0026795864105225,9.530224e-06,-7.704664000000001
1620395595.567349,2.051896095275879,9.348616e-06,-7.977076
1620395595.6107872,2.09533429145813,9.391457e-06,-7.9128145
1620395595.66126,2.1458070278167725,9.307638e-06,-8.038543
1620395595.7114217,2.1959688663482666,9.22475e-06,-8.162875
1620395595.759295,2.243842124938965,9.057112e-06,-8.414332
